gameId,trialNum,repNum,target,original_pct_correct,message_history,target_history,correctness_history,selection_history,message,condition,model_logprobs,model_prediction
rSMFkjhskBteiyQMB,12,1,F,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""man sat down with 1 knee up"",""message_number"":1}]",yoked,"{'B': -0.0027385372668504715, 'C': -6.0027384757995605, 'A': -9.002738952636719, 'D': -9.002738952636719, 'E': -16.00273895263672, 'G': -17.50273895263672, 'F': -19.00273895263672, 'L': -19.50273895263672, 'H': -21.25273895263672, 'J': -28.00273895263672, 'I': -29.25273895263672, 'K': -29.50273895263672}",B
rSMFkjhskBteiyQMB,13,1,K,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""2 squares at the top, connected at 1 point, the bottom square blends into a triangle"",""message_number"":1},{""role"":""describer"",""text"":""squares are directly above each other vertically"",""message_number"":2},{""role"":""describer"",""text"":""it's not the bent knee"",""message_number"":3},{""role"":""matcher"",""text"":""the one doing the speech"",""message_number"":4}]",yoked,"{'B': -36.26174545288086, 'A': -39.51174545288086, 'D': -7.511744022369385, 'C': -9.011743545532227, 'E': -21.761743545532227, 'H': -25.511743545532227, 'F': -28.761743545532227, 'G': -29.511743545532227, 'I': -35.76174545288086, 'J': -37.76174545288086, 'L': -39.51174545288086, 'K': -42.51174545288086}",D
rSMFkjhskBteiyQMB,14,1,C,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""flailing arm, hugging"",""message_number"":1},{""role"":""describer"",""text"":""2 arms up"",""message_number"":2}]",yoked,"{'B': -0.13695958256721497, 'A': -2.1369595527648926, 'C': -8.13696002960205, 'D': -14.63696002960205, 'E': -20.636959075927734, 'H': -25.886959075927734, 'F': -27.636959075927734, 'G': -27.636959075927734, 'K': -33.636959075927734, 'I': -35.386959075927734, 'L': -36.136959075927734, 'J': -37.886959075927734}",B
rSMFkjhskBteiyQMB,15,1,G,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""looks like a dog, at the top there's a square at the left and a triangle on the right they are connected to another triangle"",""message_number"":1},{""role"":""describer"",""text"":""the 3 shapes are connected to a rectangle, connecting to the triangle and a parallelogram"",""message_number"":2}]",yoked,"{'A': -0.69947350025177, 'B': -0.69947350025177, 'C': -5.1994733810424805, 'D': -10.19947338104248, 'E': -14.19947338104248, 'H': -15.44947338104248, 'F': -15.69947338104248, 'G': -19.449474334716797, 'J': -28.949474334716797, 'I': -31.699474334716797, 'L': -31.699474334716797, 'K': -32.6994743347168}",A
rSMFkjhskBteiyQMB,16,1,D,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""speaker"",""message_number"":1},{""role"":""describer"",""text"":""no bent knee"",""message_number"":2}]",yoked,"{'B': -0.13286082446575165, 'A': -2.1328608989715576, 'C': -5.1328606605529785, 'D': -11.132861137390137, 'E': -21.88286018371582, 'F': -26.13286018371582, 'G': -26.63286018371582, 'H': -28.63286018371582, 'I': -32.13286209106445, 'L': -34.13286209106445, 'K': -35.63286209106445, 'J': -36.88286209106445}",B
rSMFkjhskBteiyQMB,17,1,A,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""dancing man, 1 foot up, 1 down, 2 heads"",""message_number"":1}]",yoked,"{'B': -0.037735991179943085, 'A': -3.537735939025879, 'C': -5.037735939025879, 'D': -11.037735939025879, 'E': -19.037736892700195, 'F': -20.037736892700195, 'G': -21.287736892700195, 'H': -22.037736892700195, 'I': -29.287736892700195, 'J': -29.787736892700195, 'L': -32.53773498535156, 'K': -33.78773498535156}",B
rSMFkjhskBteiyQMB,18,1,H,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""swaddled baby"",""message_number"":1}]",yoked,"{'B': -38.25688171386719, 'A': -5.506883144378662, 'C': -6.006883144378662, 'D': -8.00688362121582, 'E': -18.50688362121582, 'H': -20.00688362121582, 'G': -20.00688362121582, 'F': -20.75688362121582, 'I': -34.50688171386719, 'L': -34.75688171386719, 'J': -37.75688171386719, 'K': -38.25688171386719}",A
rSMFkjhskBteiyQMB,19,1,I,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""ice skating man"",""message_number"":1},{""role"":""describer"",""text"":""2 arms ahead"",""message_number"":2},{""role"":""describer"",""text"":""1 leg 90 degrees"",""message_number"":3}]",yoked,"{'B': -34.347930908203125, 'A': -35.097930908203125, 'C': -36.097930908203125, 'D': -12.347930908203125, 'E': -19.597930908203125, 'F': -19.847930908203125, 'H': -22.847930908203125, 'G': -25.097930908203125, 'J': -32.347930908203125, 'I': -34.097930908203125, 'L': -34.347930908203125, 'K': -36.847930908203125}",D
rSMFkjhskBteiyQMB,20,1,E,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}]",yoked,"{'B': -0.2105761617422104, 'A': -1.7105761766433716, 'C': -4.710576057434082, 'D': -9.710576057434082, 'F': -16.9605770111084, 'H': -17.4605770111084, 'G': -17.9605770111084, 'E': -19.7105770111084, 'L': -30.2105770111084, 'I': -30.4605770111084, 'K': -30.4605770111084, 'J': -31.7105770111084}",B
rSMFkjhskBteiyQMB,21,1,J,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""rotated square touching a straight line"",""message_number"":1},{""role"":""describer"",""text"":""feet out pointing to the right"",""message_number"":2},{""role"":""describer"",""text"":""the left side of this object is straight all the way"",""message_number"":3},{""role"":""describer"",""text"":""except for the"",""message_number"":4},{""role"":""describer"",""text"":""head"",""message_number"":5},{""role"":""matcher"",""text"":""horizontal straight line"",""message_number"":6}]",yoked,"{'B': -0.0012426996836438775, 'C': -7.001242637634277, 'A': -8.501242637634277, 'D': -9.001242637634277, 'E': -17.001243591308594, 'F': -18.501243591308594, 'H': -19.001243591308594, 'G': -19.001243591308594, 'L': -26.501243591308594, 'J': -30.751243591308594, 'I': -32.251243591308594, 'K': -34.501243591308594}",B
rSMFkjhskBteiyQMB,22,1,L,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""speaker with bent knee"",""message_number"":1}]",yoked,"{'B': -0.004977335687726736, 'A': -6.004977226257324, 'C': -6.004977226257324, 'D': -12.254977226257324, 'E': -18.50497817993164, 'G': -23.75497817993164, 'F': -24.25497817993164, 'H': -25.75497817993164, 'L': -32.50497817993164, 'I': -33.00497817993164, 'K': -33.50497817993164, 'J': -34.75497817993164}",B
rSMFkjhskBteiyQMB,23,1,B,0.6666666666666666,[],[],[],[],"[{""role"":""describer"",""text"":""wings"",""message_number"":1},{""role"":""describer"",""text"":""man kneeling head facing down"",""message_number"":2}]",yoked,"{'B': -34.005611419677734, 'A': -6.505610466003418, 'C': -10.255610466003418, 'D': -14.255610466003418, 'E': -21.755611419677734, 'F': -22.755611419677734, 'G': -23.005611419677734, 'H': -25.505611419677734, 'I': -33.255611419677734, 'L': -35.005611419677734, 'J': -35.255611419677734, 'K': -36.505611419677734}",A
rSMFkjhskBteiyQMB,24,2,I,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""ice skater"",""message_number"":1}]",yoked,"{'B': -0.130467489361763, 'C': -2.130467414855957, 'A': -6.130467414855957, 'D': -10.380467414855957, 'E': -17.130468368530273, 'F': -18.130468368530273, 'G': -19.880468368530273, 'H': -22.880468368530273, 'I': -31.380468368530273, 'L': -32.63046646118164, 'K': -34.13046646118164, 'J': -34.63046646118164}",B
rSMFkjhskBteiyQMB,25,2,D,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""speaker no bent knee"",""message_number"":1},{""role"":""describer"",""text"":""knee"",""message_number"":2}]",yoked,"{'B': -35.519134521484375, 'A': -4.019134998321533, 'C': -7.019134998321533, 'D': -11.019134521484375, 'E': -24.269134521484375, 'L': -24.769134521484375, 'K': -25.769134521484375, 'H': -28.019134521484375, 'G': -28.019134521484375, 'F': -29.519134521484375, 'I': -33.769134521484375, 'J': -35.769134521484375}",A
rSMFkjhskBteiyQMB,26,2,A,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""dancing man"",""message_number"":1}]",yoked,"{'A': -36.316680908203125, 'B': -1.3166821002960205, 'C': -7.8166823387146, 'D': -14.816681861877441, 'E': -19.566682815551758, 'F': -22.316682815551758, 'H': -22.816682815551758, 'G': -22.816682815551758, 'I': -31.316682815551758, 'J': -33.066680908203125, 'L': -35.566680908203125, 'K': -37.316680908203125}",B
rSMFkjhskBteiyQMB,27,2,L,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""speaker bent knees"",""message_number"":1}]",yoked,"{'B': -0.018706567585468292, 'C': -4.518706798553467, 'A': -5.018706798553467, 'D': -9.018706321716309, 'E': -16.768707275390625, 'F': -22.518707275390625, 'H': -22.768707275390625, 'G': -24.018707275390625, 'L': -31.268707275390625, 'I': -32.768707275390625, 'K': -32.768707275390625, 'J': -33.768707275390625}",B
rSMFkjhskBteiyQMB,28,2,B,0.6666666666666666,[],[],[],[],"[{""role"":""describer"",""text"":""wings, man head facing down, kneeling"",""message_number"":1}]",yoked,"{'B': -0.008476706221699715, 'A': -5.508476734161377, 'C': -5.508476734161377, 'D': -12.508476257324219, 'E': -20.25847625732422, 'G': -22.25847625732422, 'F': -22.50847625732422, 'H': -23.25847625732422, 'I': -32.25847625732422, 'J': -33.00847625732422, 'L': -33.50847625732422, 'K': -34.00847625732422}",B
rSMFkjhskBteiyQMB,29,2,H,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""the baby i"",""message_number"":1}]",yoked,"{'B': -3.5489063262939453, 'A': -38.04890441894531, 'C': -9.048906326293945, 'D': -12.548906326293945, 'E': -18.048906326293945, 'G': -23.048906326293945, 'H': -23.798906326293945, 'F': -24.548906326293945, 'I': -32.54890441894531, 'J': -36.29890441894531, 'L': -37.04890441894531, 'K': -38.04890441894531}",B
rSMFkjhskBteiyQMB,30,2,F,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""the sad guy sitting down with knees bent up head slightly tilted up"",""message_number"":1},{""role"":""describer"",""message_number"":2}]",yoked,"{'B': -0.3125283718109131, 'C': -2.312528371810913, 'A': -5.812528610229492, 'D': -8.812528610229492, 'E': -12.562528610229492, 'F': -16.812528610229492, 'G': -18.562528610229492, 'H': -20.812528610229492, 'I': -29.562528610229492, 'L': -31.812528610229492, 'J': -31.812528610229492, 'K': -36.06252670288086}",B
rSMFkjhskBteiyQMB,31,2,G,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""the one that looks like it's doing the lunge exercise"",""message_number"":1},{""role"":""describer"",""text"":""with arms up"",""message_number"":2},{""role"":""describer"",""text"":""one leg back"",""message_number"":3},{""role"":""matcher"",""text"":""that looks like a dog from a different angle"",""message_number"":4},{""role"":""matcher"",""text"":""the one that looks like a dog"",""message_number"":5},{""role"":""describer"",""text"":""one foot in front on the right"",""message_number"":6}]",yoked,"{'A': -33.2030143737793, 'B': -33.9530143737793, 'C': -4.703012466430664, 'D': -7.203012466430664, 'E': -14.203012466430664, 'F': -17.203012466430664, 'H': -21.203012466430664, 'G': -23.703012466430664, 'L': -28.703012466430664, 'I': -30.953012466430664, 'J': -32.7030143737793, 'K': -34.8280143737793}",C
rSMFkjhskBteiyQMB,32,2,J,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""horizontal line one with rotated square head"",""message_number"":1}]",yoked,"{'A': -0.6989752650260925, 'B': -0.6989752650260925, 'C': -5.198975086212158, 'D': -8.198975563049316, 'E': -20.698974609375, 'L': -21.698974609375, 'H': -21.698974609375, 'G': -25.698974609375, 'F': -27.698974609375, 'I': -32.448974609375, 'J': -34.448974609375, 'K': -37.698974609375}",A
rSMFkjhskBteiyQMB,33,2,K,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""looks like the speaker with bent knees but he she is kneeling"",""message_number"":1},{""role"":""matcher"",""text"":""the one with 2 squares at a point"",""message_number"":2},{""role"":""describer"",""text"":""we'll call it kneeling speaker"",""message_number"":3},{""role"":""matcher"",""text"":""the second square looks like its merged into a triangle"",""message_number"":4}]",yoked,"{'B': -37.002864837646484, 'C': -6.002865791320801, 'A': -8.0028657913208, 'D': -10.0028657913208, 'E': -18.752864837646484, 'F': -24.502864837646484, 'H': -26.252864837646484, 'G': -26.752864837646484, 'I': -36.002864837646484, 'K': -38.002864837646484, 'L': -39.252864837646484, 'J': -39.252864837646484}",C
rSMFkjhskBteiyQMB,34,2,E,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}]",yoked,"{'B': -0.2105761617422104, 'A': -1.7105761766433716, 'C': -4.710576057434082, 'D': -9.710576057434082, 'F': -16.9605770111084, 'H': -17.4605770111084, 'G': -17.9605770111084, 'E': -19.7105770111084, 'L': -30.2105770111084, 'I': -30.4605770111084, 'K': -30.4605770111084, 'J': -31.7105770111084}",B
rSMFkjhskBteiyQMB,35,2,C,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""the one that wants a hug"",""message_number"":1}]",yoked,"{'B': -36.549659729003906, 'A': -7.049659252166748, 'C': -8.549659729003906, 'D': -16.299659729003906, 'H': -23.549659729003906, 'E': -26.799659729003906, 'G': -29.549659729003906, 'F': -30.299659729003906, 'I': -32.049659729003906, 'L': -38.799659729003906, 'J': -40.799659729003906, 'K': -41.299659729003906}",A
rSMFkjhskBteiyQMB,36,3,B,0.6666666666666666,[],[],[],[],"[{""role"":""describer"",""text"":""wings"",""message_number"":1},{""role"":""describer"",""text"":""kneeling, head tilted down"",""message_number"":2}]",yoked,"{'B': -35.50092315673828, 'A': -11.500922203063965, 'C': -14.000922203063965, 'D': -19.25092315673828, 'E': -26.25092315673828, 'F': -28.50092315673828, 'G': -28.50092315673828, 'H': -29.25092315673828, 'I': -36.25092315673828, 'L': -39.00092315673828, 'J': -40.00092315673828, 'K': -40.25092315673828}",A
rSMFkjhskBteiyQMB,37,3,E,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}]",yoked,"{'B': -0.2105761617422104, 'A': -1.7105761766433716, 'C': -4.710576057434082, 'D': -9.710576057434082, 'F': -16.9605770111084, 'H': -17.4605770111084, 'G': -17.9605770111084, 'E': -19.7105770111084, 'L': -30.2105770111084, 'I': -30.4605770111084, 'K': -30.4605770111084, 'J': -31.7105770111084}",B
rSMFkjhskBteiyQMB,38,3,G,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""the one that looks like a dog"",""message_number"":1}]",yoked,"{'B': -37.022037506103516, 'A': -4.522037982940674, 'C': -5.022037982940674, 'D': -8.022038459777832, 'G': -22.022037506103516, 'F': -22.772037506103516, 'E': -23.272037506103516, 'H': -23.272037506103516, 'I': -32.272037506103516, 'J': -34.772037506103516, 'L': -36.272037506103516, 'K': -38.022037506103516}",A
rSMFkjhskBteiyQMB,39,3,A,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""dancing man"",""message_number"":1},{""role"":""describer"",""text"":""two heads"",""message_number"":2}]",yoked,"{'B': -0.018272053450345993, 'A': -9.018272399902344, 'C': -14.518272399902344, 'D': -14.518272399902344, 'H': -23.768272399902344, 'G': -24.018272399902344, 'F': -26.768272399902344, 'E': -27.768272399902344, 'I': -35.518272399902344, 'J': -36.018272399902344, 'L': -36.268272399902344, 'K': -38.018272399902344}",B
rSMFkjhskBteiyQMB,40,3,K,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""top has two squares, connected at a point, one under the other The second square looks like its merging into the triangle"",""message_number"":1},{""role"":""matcher"",""text"":""kneeling speaker"",""message_number"":2},{""role"":""describer"",""text"":""the last speaker called it a kneeling speaking man - NOT the one with bent knees"",""message_number"":3}]",yoked,"{'B': -8.725739462533966e-05, 'A': -9.500086784362793, 'C': -12.000086784362793, 'D': -16.00008773803711, 'E': -22.00008773803711, 'G': -27.00008773803711, 'F': -27.25008773803711, 'H': -27.50008773803711, 'K': -35.75008773803711, 'I': -36.00008773803711, 'L': -36.00008773803711, 'J': -36.25008773803711}",B
rSMFkjhskBteiyQMB,41,3,H,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""baby swaddled, looks like an i"",""message_number"":1}]",yoked,"{'A': -41.750030517578125, 'B': -10.500028610229492, 'C': -16.500028610229492, 'D': -20.750028610229492, 'E': -21.750028610229492, 'H': -26.750028610229492, 'I': -28.250028610229492, 'F': -29.250028610229492, 'G': -29.500028610229492, 'L': -38.750030517578125, 'J': -39.250030517578125, 'K': -42.000030517578125}",B
rSMFkjhskBteiyQMB,42,3,F,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""depressed man, sitting down, one knee bent up, head tilted forward"",""message_number"":1}]",yoked,"{'B': -0.050134237855672836, 'C': -3.0501341819763184, 'D': -7.050134181976318, 'A': -9.050134658813477, 'E': -10.550134658813477, 'G': -12.800134658813477, 'F': -13.550134658813477, 'H': -16.050134658813477, 'L': -25.050134658813477, 'J': -25.550134658813477, 'I': -27.550134658813477, 'K': -30.300134658813477}",B
rSMFkjhskBteiyQMB,43,3,L,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""sermon speaker, with bent knees"",""message_number"":1}]",yoked,"{'B': -0.0012919898144900799, 'A': -7.251291751861572, 'C': -7.501291751861572, 'D': -10.75129222869873, 'E': -16.001291275024414, 'F': -20.001291275024414, 'G': -22.501291275024414, 'H': -24.251291275024414, 'I': -29.251291275024414, 'L': -31.251291275024414, 'J': -33.00129318237305, 'K': -34.75129318237305}",B
rSMFkjhskBteiyQMB,44,3,C,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""man going in for hug"",""message_number"":1},{""role"":""describer"",""text"":""both arms open wide"",""message_number"":2}]",yoked,"{'B': -37.252723693847656, 'A': -6.002722263336182, 'C': -9.002721786499023, 'D': -15.002721786499023, 'E': -22.252721786499023, 'H': -25.002721786499023, 'F': -25.502721786499023, 'G': -27.002721786499023, 'L': -35.752723693847656, 'K': -35.752723693847656, 'I': -36.252723693847656, 'J': -37.252723693847656}",A
rSMFkjhskBteiyQMB,45,3,J,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""head is rotated square, the left side a straight line"",""message_number"":1},{""role"":""matcher"",""text"":""horizontal line man"",""message_number"":2}]",yoked,"{'B': -36.75019454956055, 'C': -9.500195503234863, 'D': -9.500195503234863, 'A': -10.000195503234863, 'E': -23.00019645690918, 'H': -23.50019645690918, 'F': -25.50019645690918, 'G': -26.50019645690918, 'L': -31.50019645690918, 'J': -32.00019454956055, 'I': -33.50019454956055, 'K': -40.25019454956055}",C
rSMFkjhskBteiyQMB,46,3,I,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""ice skating guy"",""message_number"":1}]",yoked,"{'B': -0.02201639674603939, 'C': -4.022016525268555, 'A': -6.022016525268555, 'D': -7.022016525268555, 'E': -14.772016525268555, 'F': -17.022016525268555, 'G': -20.522016525268555, 'H': -23.022016525268555, 'J': -33.02201461791992, 'I': -34.02201461791992, 'L': -34.02201461791992, 'K': -35.52201461791992}",B
rSMFkjhskBteiyQMB,47,3,D,1.0,[],[],[],[],"[{""role"":""describer"",""text"":""man giving a sermon speaking, straight legs"",""message_number"":1}]",yoked,"{'B': -0.0034052501432597637, 'A': -6.0034050941467285, 'C': -7.0034050941467285, 'D': -11.003405570983887, 'E': -17.75340461730957, 'F': -20.50340461730957, 'H': -23.25340461730957, 'G': -23.25340461730957, 'I': -29.50340461730957, 'J': -32.0034065246582, 'L': -33.5034065246582, 'K': -35.0034065246582}",B
